ep01,ep04,pi02,pv01,lm01,lm02,hs01,hs04,hs06,hs07,sex,age,iscd975,work,inc,miscd975,fiscd975,gkpol,hhinc,mstat,gd02,fe13,fe14,fe15,fe16,fe17,mc04,im18,xt10
,,SOZ.LEIST.WIE BISHER,DIE GRUENEN,AN ALLEN 7 TAGEN,120.0,GUT,FAST NIE,IMMER,MANCHMAL,MANN,40.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",4250,,,100.000 - 499.999 E.,8750,VERHEIRAT.ZUSAM.LEB.,7,DRITTE STELLE,VIERTE STELLE,FUENFTE STELLE,ZWEITE STELLE,AM WICHTIGSTEN,JA,STIMME EHER NICHT ZU,59.0
,,SOZ.LEIST.WIE BISHER,CDU-CSU,AN ALLEN 7 TAGEN,120.0,GUT,OFT,OFT,OFT,FRAU,41.0,TERTIARY EDUCATION,"TEILZEIT, HALBTAGS",1625,LOWER SECONDARY,TERTIARY EDUCATION,5.000  - 19.999 EINW,3250,VERHEIRAT.ZUSAM.LEB.,17,FUENFTE STELLE,DRITTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,JA,STIMME GAR NICHT ZU,222.0
TEILS TEILS,GLEICHBLEIBEND,SOZ.LEIST.AUSWEITEN,DIE GRUENEN,AN ALLEN 7 TAGEN,150.0,SEHR GUT,,,,FRAU,58.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",1438,UPPER SECONDARY,TERTIARY EDUCATION,5.000  - 19.999 EINW,3750,VERH.GETRENNT LEBEND,58,,,,,,NEIN,STIMME EHER ZU,1075.0
TEILS TEILS,ETWAS SCHLECHTER,SOZ.LEIST.WIE BISHER,,AN ALLEN 7 TAGEN,360.0,,,,,MANN,70.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,1188,LOWER SECONDARY,LOWER SECONDARY,20.000 - 49.999 EINW,1875,VERHEIRAT.ZUSAM.LEB.,70,,,,,,NEIN,STIMME VOLL ZU,40.0
GUT,ETWAS SCHLECHTER,SOZ.LEIST.WIE BISHER,SPD,AN ALLEN 7 TAGEN,120.0,GUT,FAST NIE,OFT,MANCHMAL,FRAU,60.0,UPPER SECONDARY,"TEILZEIT, HALBTAGS",1063,LOWER SECONDARY,,5.000  - 19.999 EINW,3750,VERHEIRAT.ZUSAM.LEB.,,DRITTE STELLE,FUENFTE STELLE,ZWEITE STELLE,VIERTE STELLE,AM WICHTIGSTEN,,STIMME EHER NICHT ZU,90.0
TEILS TEILS,ETWAS BESSER,SOZ.LEIST.AUSWEITEN,DIE LINKE,AN ALLEN 7 TAGEN,60.0,ZUFRIEDENSTELLEND,OFT,MANCHMAL,FAST NIE,FRAU,60.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",3100,TERTIARY EDUCATION,TERTIARY EDUCATION,BIS 1.999 EINWOHNER,,VERHEIRAT.ZUSAM.LEB.,,DRITTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,,STIMME EHER NICHT ZU,490.0
TEILS TEILS,ETWAS SCHLECHTER,SOZ.LEIST.AUSWEITEN,,AN 5 TAGEN,210.0,ZUFRIEDENSTELLEND,MANCHMAL,OFT,MANCHMAL,MANN,83.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,,LOWER SECONDARY,LOWER SECONDARY,20.000 - 49.999 EINW,,VERHEIRAT.ZUSAM.LEB.,,FUENFTE STELLE,AM WICHTIGSTEN,ZWEITE STELLE,VIERTE STELLE,DRITTE STELLE,,STIMME EHER NICHT ZU,3270.0
GUT,ETWAS BESSER,SOZ.LEIST.WIE BISHER,DIE GRUENEN,AN ALLEN 7 TAGEN,120.0,GUT,,,,MANN,64.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",5000,UPPER SECONDARY,LOWER SECONDARY,20.000 - 49.999 EINW,5800,VERHEIRAT.ZUSAM.LEB.,12,,,,,,NEIN,STIMME EHER NICHT ZU,39.0
TEILS TEILS,WESENTL. SCHLECHTER,SOZ.LEIST.WIE BISHER,SPD,AN ALLEN 7 TAGEN,90.0,GUT,MANCHMAL,OFT,MANCHMAL,FRAU,55.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",2000,UPPER SECONDARY,TERTIARY EDUCATION,100.000 - 499.999 E.,5000,VERHEIRAT.ZUSAM.LEB.,,,,AM WICHTIGSTEN,,ZWEITE STELLE,,STIMME EHER NICHT ZU,39.0
TEILS TEILS,GLEICHBLEIBEND,SOZ.LEIST.WIE BISHER,DIE GRUENEN,AN 3 TAGEN,60.0,SEHR GUT,OFT,OFT,MANCHMAL,FRAU,28.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",3250,UPPER SECONDARY,TERTIARY EDUCATION,500.000 UND MEHR E.,5500,VERHEIRAT.ZUSAM.LEB.,,VIERTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,,STIMME EHER NICHT ZU,50.0
TEILS TEILS,GLEICHBLEIBEND,SOZ.LEIST.KUERZEN,FDP,AN ALLEN 7 TAGEN,210.0,GUT,FAST NIE,OFT,OFT,MANN,67.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,3250,UPPER SECONDARY,TERTIARY EDUCATION,100.000 - 499.999 E.,4250,VERHEIRAT.ZUSAM.LEB.,,DRITTE STELLE,ZWEITE STELLE,AM WICHTIGSTEN,FUENFTE STELLE,VIERTE STELLE,,STIMME VOLL ZU,55.0
,,SOZ.LEIST.WIE BISHER,,AN 6 TAGEN,180.0,GUT,MANCHMAL,MANCHMAL,MANCHMAL,MANN,46.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",,,,20.000 - 49.999 EINW,,,,DRITTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,JA,,33.0
,,SOZ.LEIST.WIE BISHER,FDP,AN EINEM TAG,150.0,SEHR GUT,OFT,OFT,OFT,FRAU,53.0,POST SECONDARY,"VOLLZEIT, GANZTAGS",8750,UPPER SECONDARY,TERTIARY EDUCATION,500.000 UND MEHR E.,11250,VERHEIRAT.ZUSAM.LEB.,53,VIERTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,ZWEITE STELLE,DRITTE STELLE,JA,STIMME EHER NICHT ZU,1412.0
,,SOZ.LEIST.WIE BISHER,WUERDE NICHT WAEHLEN,SELTENER,120.0,SCHLECHT,MANCHMAL,FAST NIE,FAST NIE,MANN,55.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,,LOWER SECONDARY,UPPER SECONDARY,20.000 - 49.999 EINW,,LEDIG,6,ZWEITE STELLE,FUENFTE STELLE,DRITTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,NEIN,STIMME EHER ZU,
SEHR GUT,ETWAS SCHLECHTER,SOZ.LEIST.WIE BISHER,CDU-CSU,AN 5 TAGEN,90.0,GUT,,,,FRAU,28.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",150,UPPER SECONDARY,UPPER SECONDARY,2.000  -  4.999 EINW,5500,VERHEIRAT.ZUSAM.LEB.,28,,,,,,JA,STIMME EHER NICHT ZU,865.0
TEILS TEILS,GLEICHBLEIBEND,SOZ.LEIST.KUERZEN,FDP,AN 4 TAGEN,120.0,GUT,,,,MANN,47.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",3750,UPPER SECONDARY,TERTIARY EDUCATION,5.000  - 19.999 EINW,3750,VERHEIRAT.ZUSAM.LEB.,11,,,,,,JA,STIMME EHER NICHT ZU,30.0
,,,FDP,AN 5 TAGEN,30.0,WENIGER GUT,OFT,MANCHMAL,FAST NIE,FRAU,38.0,POST SECONDARY,"VOLLZEIT, GANZTAGS",3250,TERTIARY EDUCATION,UPPER SECONDARY,2.000  -  4.999 EINW,5500,VERHEIRAT.ZUSAM.LEB.,26,FUENFTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,JA,STIMME EHER ZU,63.0
,,SOZ.LEIST.AUSWEITEN,FDP,AN 5 TAGEN,210.0,WENIGER GUT,OFT,MANCHMAL,FAST NIE,MANN,49.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",2125,TERTIARY EDUCATION,TERTIARY EDUCATION,500.000 UND MEHR E.,2125,LEDIG,,,,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,,STIMME EHER ZU,67.0
GUT,GLEICHBLEIBEND,SOZ.LEIST.AUSWEITEN,SPD,AN EINEM TAG,120.0,GUT,,,,FRAU,33.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",2125,TERTIARY EDUCATION,TERTIARY EDUCATION,20.000 - 49.999 EINW,3250,VERHEIRAT.ZUSAM.LEB.,5,,,,,,NEIN,STIMME VOLL ZU,22828.0
,,SOZ.LEIST.WIE BISHER,FDP,AN ALLEN 7 TAGEN,150.0,GUT,OFT,MANCHMAL,IMMER,MANN,43.0,POST SECONDARY,"VOLLZEIT, GANZTAGS",2125,,,500.000 UND MEHR E.,2125,LEDIG,19,ZWEITE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,DRITTE STELLE,JA,STIMME GAR NICHT ZU,80.0
,,SOZ.LEIST.AUSWEITEN,DIE LINKE,NIE,,GUT,OFT,MANCHMAL,MANCHMAL,MANN,40.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",KEIN EINKOMMEN,TERTIARY EDUCATION,TERTIARY EDUCATION,50.000 - 99.999 EINW,2500,LEDIG,13,VIERTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,ZWEITE STELLE,DRITTE STELLE,JA,STIMME GAR NICHT ZU,79.0
SCHLECHT,WESENTL. SCHLECHTER,SOZ.LEIST.WIE BISHER,WUERDE NICHT WAEHLEN,NIE,,GUT,MANCHMAL,MANCHMAL,MANCHMAL,MANN,42.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",1625,UPPER SECONDARY,UPPER SECONDARY,500.000 UND MEHR E.,1625,,,DRITTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,FUENFTE STELLE,ZWEITE STELLE,,STIMME EHER NICHT ZU,
TEILS TEILS,GLEICHBLEIBEND,SOZ.LEIST.AUSWEITEN,CDU-CSU,AN ALLEN 7 TAGEN,360.0,GUT,MANCHMAL,MANCHMAL,MANCHMAL,FRAU,57.0,UPPER SECONDARY,"TEILZEIT, HALBTAGS",1063,UPPER SECONDARY,UPPER SECONDARY,5.000  - 19.999 EINW,3250,VERHEIRAT.ZUSAM.LEB.,,VIERTE STELLE,DRITTE STELLE,AM WICHTIGSTEN,FUENFTE STELLE,ZWEITE STELLE,,STIMME EHER ZU,100.0
GUT,ETWAS BESSER,,CDU-CSU,NIE,,SEHR GUT,MANCHMAL,OFT,OFT,MANN,28.0,POST SECONDARY,"VOLLZEIT, GANZTAGS",2000,TERTIARY EDUCATION,TERTIARY EDUCATION,100.000 - 499.999 E.,3000,LEDIG,,,,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,,STIMME GAR NICHT ZU,31.0
TEILS TEILS,GLEICHBLEIBEND,,CDU-CSU,AN ALLEN 7 TAGEN,150.0,ZUFRIEDENSTELLEND,MANCHMAL,OFT,OFT,MANN,51.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",2500,UPPER SECONDARY,UPPER SECONDARY,5.000  - 19.999 EINW,3500,VERHEIRAT.ZUSAM.LEB.,,FUENFTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,,STIMME EHER NICHT ZU,52.0
,,SOZ.LEIST.WIE BISHER,,AN ALLEN 7 TAGEN,180.0,ZUFRIEDENSTELLEND,MANCHMAL,MANCHMAL,MANCHMAL,MANN,53.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",3750,,,2.000  -  4.999 EINW,3750,VERHEIRAT.ZUSAM.LEB.,1,VIERTE STELLE,DRITTE STELLE,AM WICHTIGSTEN,FUENFTE STELLE,ZWEITE STELLE,JA,STIMME VOLL ZU,53.0
GUT,GLEICHBLEIBEND,SOZ.LEIST.WIE BISHER,,AN 5 TAGEN,405.0,ZUFRIEDENSTELLEND,,,,FRAU,75.0,TERTIARY EDUCATION,,1438,UPPER SECONDARY,TERTIARY EDUCATION,500.000 UND MEHR E.,1438,GESCHIEDEN,75,,,,,,JA,STIMME EHER ZU,210.0
GUT,GLEICHBLEIBEND,SOZ.LEIST.WIE BISHER,CDU-CSU,AN 5 TAGEN,90.0,ZUFRIEDENSTELLEND,OFT,FAST NIE,MANCHMAL,MANN,32.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",2625,TERTIARY EDUCATION,UPPER SECONDARY,20.000 - 49.999 EINW,2625,LEDIG,,FUENFTE STELLE,VIERTE STELLE,ZWEITE STELLE,DRITTE STELLE,AM WICHTIGSTEN,,STIMME EHER NICHT ZU,35.0
TEILS TEILS,ETWAS SCHLECHTER,SOZ.LEIST.KUERZEN,AFD,AN ALLEN 7 TAGEN,300.0,ZUFRIEDENSTELLEND,,,,MANN,75.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,KEIN EINKOMMEN,UPPER SECONDARY,TERTIARY EDUCATION,,2625,VERWITWET,44,,,,,,JA,STIMME GAR NICHT ZU,20.0
TEILS TEILS,WESENTLICH BESSER,SOZ.LEIST.WIE BISHER,CDU-CSU,AN ALLEN 7 TAGEN,120.0,GUT,,,,FRAU,57.0,UPPER SECONDARY,"TEILZEIT, HALBTAGS",675,TERTIARY EDUCATION,TERTIARY EDUCATION,5.000  - 19.999 EINW,3250,VERHEIRAT.ZUSAM.LEB.,28,,,,,,NEIN,STIMME EHER NICHT ZU,5835.0
TEILS TEILS,GLEICHBLEIBEND,SOZ.LEIST.AUSWEITEN,DIE LINKE,AN ALLEN 7 TAGEN,840.0,ZUFRIEDENSTELLEND,NIE,OFT,OFT,FRAU,94.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,1625,,,5.000  - 19.999 EINW,4250,GESCHIEDEN,,VIERTE STELLE,ZWEITE STELLE,AM WICHTIGSTEN,FUENFTE STELLE,DRITTE STELLE,,STIMME EHER NICHT ZU,76.0
,,,,SELTENER,,SEHR GUT,MANCHMAL,IMMER,IMMER,FRAU,29.0,TERTIARY EDUCATION,"TEILZEIT, HALBTAGS",1063,TERTIARY EDUCATION,TERTIARY EDUCATION,500.000 UND MEHR E.,,LEDIG,1,VIERTE STELLE,FUENFTE STELLE,ZWEITE STELLE,DRITTE STELLE,AM WICHTIGSTEN,JA,STIMME EHER NICHT ZU,38.0
GUT,GLEICHBLEIBEND,SOZ.LEIST.WIE BISHER,DIE GRUENEN,SELTENER,80.0,GUT,OFT,MANCHMAL,OFT,MANN,59.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",3800,UPPER SECONDARY,UPPER SECONDARY,5.000  - 19.999 EINW,4000,VERHEIRAT.ZUSAM.LEB.,,FUENFTE STELLE,DRITTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,,STIMME EHER ZU,73.0
GUT,GLEICHBLEIBEND,,DIE GRUENEN,AN ALLEN 7 TAGEN,150.0,GUT,,,,MANN,70.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,1188,,UPPER SECONDARY,50.000 - 99.999 EINW,2375,VERHEIRAT.ZUSAM.LEB.,2,,,,,,NEIN,,70.0
GUT,ETWAS BESSER,SOZ.LEIST.WIE BISHER,FDP,AN ALLEN 7 TAGEN,180.0,GUT,MANCHMAL,OFT,MANCHMAL,FRAU,40.0,POST SECONDARY,"VOLLZEIT, GANZTAGS",1625,UPPER SECONDARY,TERTIARY EDUCATION,5.000  - 19.999 EINW,4750,LEDIG,,DRITTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,FUENFTE STELLE,ZWEITE STELLE,,STIMME EHER NICHT ZU,62.0
GUT,GLEICHBLEIBEND,SOZ.LEIST.WIE BISHER,SPD,AN ALLEN 7 TAGEN,300.0,GUT,,,,FRAU,74.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,1875,UPPER SECONDARY,UPPER SECONDARY,,,VERWITWET,32,,,,,,NEIN,STIMME GAR NICHT ZU,75.0
TEILS TEILS,ETWAS BESSER,,FDP,AN ALLEN 7 TAGEN,330.0,GUT,,,,MANN,70.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,,LOWER SECONDARY,UPPER SECONDARY,500.000 UND MEHR E.,,VERHEIRAT.ZUSAM.LEB.,70,,,,,,JA,STIMME EHER NICHT ZU,93.0
GUT,ETWAS BESSER,SOZ.LEIST.AUSWEITEN,CDU-CSU,AN ALLEN 7 TAGEN,210.0,GUT,NIE,OFT,MANCHMAL,MANN,71.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,1313,LOWER SECONDARY,,50.000 - 99.999 EINW,,VERHEIRAT.ZUSAM.LEB.,,AM WICHTIGSTEN,FUENFTE STELLE,DRITTE STELLE,VIERTE STELLE,ZWEITE STELLE,,STIMME VOLL ZU,60.0
,,,DIE GRUENEN,SELTENER,120.0,SCHLECHT,IMMER,FAST NIE,FAST NIE,MANN,41.0,POST SECONDARY,NICHT ERWERBSTAETIG,2375,UPPER SECONDARY,UPPER SECONDARY,500.000 UND MEHR E.,2375,LEDIG,14,VIERTE STELLE,FUENFTE STELLE,ZWEITE STELLE,DRITTE STELLE,AM WICHTIGSTEN,JA,STIMME EHER ZU,29.0
TEILS TEILS,ETWAS SCHLECHTER,SOZ.LEIST.AUSWEITEN,,AN 3 TAGEN,60.0,GUT,,,,MANN,49.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",2500,LOWER SECONDARY,TERTIARY EDUCATION,20.000 - 49.999 EINW,,VERHEIRAT.ZUSAM.LEB.,49,,,,,,,STIMME VOLL ZU,37.0
,,SOZ.LEIST.WIE BISHER,NICHT WAHLBERECHTIGT,NIE,,SEHR GUT,OFT,OFT,NIE,FRAU,37.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",1500,TERTIARY EDUCATION,UPPER SECONDARY,5.000  - 19.999 EINW,3200,VERHEIRAT.ZUSAM.LEB.,7,DRITTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,,STIMME EHER ZU,184.0
GUT,WESENTL. SCHLECHTER,SOZ.LEIST.AUSWEITEN,ANDERE PARTEI,AN ALLEN 7 TAGEN,180.0,GUT,OFT,FAST NIE,MANCHMAL,MANN,28.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",1875,UPPER SECONDARY,TERTIARY EDUCATION,20.000 - 49.999 EINW,3250,VERHEIRAT.ZUSAM.LEB.,,ZWEITE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,DRITTE STELLE,,STIMME EHER ZU,50.0
SCHLECHT,ETWAS BESSER,SOZ.LEIST.AUSWEITEN,,AN ALLEN 7 TAGEN,120.0,GUT,IMMER,FAST NIE,FAST NIE,FRAU,58.0,UPPER SECONDARY,"TEILZEIT, HALBTAGS",938,BASIC EDUCATION,UPPER SECONDARY,20.000 - 49.999 EINW,2875,VERHEIRAT.ZUSAM.LEB.,,FUENFTE STELLE,DRITTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,,STIMME EHER ZU,68.0
GUT,GLEICHBLEIBEND,,WUERDE NICHT WAEHLEN,AN ALLEN 7 TAGEN,240.0,ZUFRIEDENSTELLEND,MANCHMAL,MANCHMAL,FAST NIE,FRAU,47.0,UPPER SECONDARY,"TEILZEIT, HALBTAGS",675,UPPER SECONDARY,TERTIARY EDUCATION,5.000  - 19.999 EINW,2125,VERHEIRAT.ZUSAM.LEB.,,VIERTE STELLE,FUENFTE STELLE,ZWEITE STELLE,DRITTE STELLE,AM WICHTIGSTEN,,STIMME EHER ZU,235.0
,,SOZ.LEIST.WIE BISHER,CDU-CSU,AN 6 TAGEN,180.0,ZUFRIEDENSTELLEND,NIE,OFT,OFT,MANN,73.0,TERTIARY EDUCATION,NEBENHER BERUFSTAE.,1875,,,500.000 UND MEHR E.,3750,VERHEIRAT.ZUSAM.LEB.,73,FUENFTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,NEIN,STIMME EHER NICHT ZU,130.0
TEILS TEILS,ETWAS BESSER,SOZ.LEIST.KUERZEN,WUERDE NICHT WAEHLEN,AN 3 TAGEN,180.0,SEHR GUT,,,,MANN,33.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",2500,BASIC EDUCATION,BASIC EDUCATION,500.000 UND MEHR E.,4000,GESCHIEDEN,10,,,,,,JA,STIMME EHER NICHT ZU,50.0
,,SOZ.LEIST.AUSWEITEN,,AN 4 TAGEN,90.0,SCHLECHT,FAST NIE,FAST NIE,FAST NIE,MANN,57.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,KEIN EINKOMMEN,LOWER SECONDARY,UPPER SECONDARY,100.000 - 499.999 E.,1188,LEDIG,10,AM WICHTIGSTEN,FUENFTE STELLE,ZWEITE STELLE,VIERTE STELLE,DRITTE STELLE,NEIN,STIMME EHER ZU,100.0
GUT,WESENTLICH BESSER,,,AN 3 TAGEN,120.0,WENIGER GUT,,OFT,,FRAU,42.0,LOWER SECONDARY,NICHT ERWERBSTAETIG,1063,BASIC EDUCATION,LOWER SECONDARY,20.000 - 49.999 EINW,1063,VERHEIRAT.ZUSAM.LEB.,,FUENFTE STELLE,DRITTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,ZWEITE STELLE,,STIMME EHER ZU,15000.0
,,SOZ.LEIST.WIE BISHER,FDP,AN ALLEN 7 TAGEN,240.0,GUT,MANCHMAL,OFT,OFT,MANN,77.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,,UPPER SECONDARY,UPPER SECONDARY,100.000 - 499.999 E.,,VERHEIRAT.ZUSAM.LEB.,77,FUENFTE STELLE,ZWEITE STELLE,AM WICHTIGSTEN,VIERTE STELLE,DRITTE STELLE,JA,STIMME EHER ZU,270.0
GUT,ETWAS BESSER,SOZ.LEIST.AUSWEITEN,DIE GRUENEN,AN ALLEN 7 TAGEN,240.0,GUT,,,,MANN,56.0,POST SECONDARY,"VOLLZEIT, GANZTAGS",3000,LOWER SECONDARY,UPPER SECONDARY,100.000 - 499.999 E.,3000,LEDIG,20,,,,,,NEIN,STIMME EHER ZU,123.0
TEILS TEILS,GLEICHBLEIBEND,SOZ.LEIST.WIE BISHER,DIE GRUENEN,AN ALLEN 7 TAGEN,210.0,ZUFRIEDENSTELLEND,MANCHMAL,OFT,MANCHMAL,MANN,65.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,2125,UPPER SECONDARY,,BIS 1.999 EINWOHNER,,VERHEIRAT.ZUSAM.LEB.,,VIERTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,ZWEITE STELLE,DRITTE STELLE,,STIMME EHER NICHT ZU,10.0
TEILS TEILS,GLEICHBLEIBEND,SOZ.LEIST.KUERZEN,CDU-CSU,AN EINEM TAG,90.0,GUT,,,,MANN,42.0,TERTIARY EDUCATION,"TEILZEIT, HALBTAGS",3000,UPPER SECONDARY,TERTIARY EDUCATION,5.000  - 19.999 EINW,4250,VERHEIRAT.ZUSAM.LEB.,42,,,,,,NEIN,STIMME GAR NICHT ZU,38.0
TEILS TEILS,GLEICHBLEIBEND,SOZ.LEIST.AUSWEITEN,AFD,AN EINEM TAG,300.0,ZUFRIEDENSTELLEND,,,,MANN,30.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",900,LOWER SECONDARY,LOWER SECONDARY,5.000  - 19.999 EINW,900,LEDIG,30,,,,,,JA,STIMME VOLL ZU,39.0
,ETWAS SCHLECHTER,,DIE GRUENEN,AN 5 TAGEN,60.0,SEHR GUT,,,,FRAU,51.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",4750,UPPER SECONDARY,UPPER SECONDARY,100.000 - 499.999 E.,5500,VERHEIRAT.ZUSAM.LEB.,26,,,,,,NEIN,STIMME VOLL ZU,45.0
TEILS TEILS,ETWAS BESSER,SOZ.LEIST.AUSWEITEN,CDU-CSU,AN ALLEN 7 TAGEN,165.0,GUT,MANCHMAL,OFT,OFT,FRAU,57.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",2125,UPPER SECONDARY,UPPER SECONDARY,5.000  - 19.999 EINW,4250,VERHEIRAT.ZUSAM.LEB.,,FUENFTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,,STIMME EHER ZU,42.0
,,SOZ.LEIST.KUERZEN,,AN EINEM TAG,60.0,SEHR GUT,OFT,MANCHMAL,MANCHMAL,,,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",,UPPER SECONDARY,UPPER SECONDARY,50.000 - 99.999 EINW,,VERHEIRAT.ZUSAM.LEB.,4,VIERTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,JA,STIMME EHER ZU,110.0
,,SOZ.LEIST.AUSWEITEN,DIE LINKE,AN ALLEN 7 TAGEN,320.0,ZUFRIEDENSTELLEND,FAST NIE,MANCHMAL,MANCHMAL,MANN,65.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,1625,LOWER SECONDARY,LOWER SECONDARY,20.000 - 49.999 EINW,2125,VERHEIRAT.ZUSAM.LEB.,65,FUENFTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,JA,STIMME EHER NICHT ZU,120.0
SCHLECHT,ETWAS SCHLECHTER,SOZ.LEIST.AUSWEITEN,ANDERE PARTEI,AN 5 TAGEN,120.0,WENIGER GUT,IMMER,FAST NIE,FAST NIE,FRAU,27.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",2100,UPPER SECONDARY,TERTIARY EDUCATION,5.000  - 19.999 EINW,4300,VERHEIRAT.ZUSAM.LEB.,,,,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,,STIMME EHER NICHT ZU,39.0
TEILS TEILS,WESENTL. SCHLECHTER,SOZ.LEIST.WIE BISHER,CDU-CSU,AN ALLEN 7 TAGEN,330.0,ZUFRIEDENSTELLEND,IMMER,FAST NIE,FAST NIE,FRAU,63.0,POST SECONDARY,NEBENHER BERUFSTAE.,,UPPER SECONDARY,TERTIARY EDUCATION,5.000  - 19.999 EINW,,VERHEIRAT.ZUSAM.LEB.,,DRITTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,FUENFTE STELLE,ZWEITE STELLE,,STIMME EHER NICHT ZU,300.0
TEILS TEILS,ETWAS SCHLECHTER,SOZ.LEIST.AUSWEITEN,,AN ALLEN 7 TAGEN,120.0,ZUFRIEDENSTELLEND,,,,FRAU,47.0,POST SECONDARY,"TEILZEIT, HALBTAGS",1625,BASIC EDUCATION,BASIC EDUCATION,20.000 - 49.999 EINW,4750,VERHEIRAT.ZUSAM.LEB.,10,,,,,,JA,STIMME EHER ZU,2395.0
GUT,ETWAS BESSER,SOZ.LEIST.WIE BISHER,CDU-CSU,AN ALLEN 7 TAGEN,150.0,GUT,MANCHMAL,OFT,MANCHMAL,MANN,60.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",2375,LOWER SECONDARY,LOWER SECONDARY,20.000 - 49.999 EINW,2375,VERHEIRAT.ZUSAM.LEB.,,FUENFTE STELLE,DRITTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,,STIMME GAR NICHT ZU,125.0
